lex	sem
erythromycins_lex	Chemical
cephalosporins_lex	Chemical
quinolones_lex	Chemical
chlorambucil_lex	Chemical
alkylating_agents_lex	Chemical
purine_lex	Chemical
folic_acid_lex	Chemical
synovitis_lex	Disease
acute_nonlymphocytic_leukemia_lex	Disease
nonhodgkins_lymphoma_lex	Disease
malignancy_lex	Disease
hepatic_injury_lex	Disease
methyldopa_lex	Chemical
hepatomegaly_lex	Disease
anorexia_lex	Disease
fatty_change_lex	Disease
massive_hepatic_necrosis_lex	Disease
acute_hepatitis_lex	Disease
fulminant_hepatitis_lex	Disease
hepatic_dysfunction_lex	Disease
head_and_neck_cancers_lex	Disease
head_and_neck_carcinomas_lex	Disease
taxol_lex	Chemical
head_and_neck_cancer_lex	Disease
ovarian_cancer_lex	Disease
alopecia_lex	Disease
paresthesias_lex	Disease
arthralgias_lex	Disease
myalgias_lex	Disease
myalgia_lex	Disease
40tetrahydropyranyladriamycin_lex	Chemical
pirarubicin_lex	Chemical
phlebitis_lex	Disease
adriamycinol_lex	Chemical
adriamycinone_lex	Chemical
tetrahydropyranyladriamycinol_lex	Chemical
mesothelioma_lex	Disease
leiomyosarcoma_lex	Disease
basal_cell_carcinoma_lex	Disease
gammahexachlorocyclohexane_lex	Chemical
gammahch_lex	Chemical
ptz_lex	Chemical
picrotoxin_lex	Chemical
ptx_lex	Chemical
3mercaptopropionic_acid_lex	Chemical
mpa_lex	Chemical
bcc_lex	Chemical
methyl_67dimethoxy4ethylbcarboline3carboxylate_lex	Chemical
dmcm_lex	Chemical
strychnine_lex	Chemical
str_lex	Chemical
pentylenetetrazol_lex	Chemical
3htbob_lex	Chemical
tbutyl_bicycloorthobenzoate_lex	Chemical
carboplatin_lex	Chemical
glioblastomas_lex	Disease
glioblastoma_lex	Disease
malignant_tumor_lex	Disease
glycerin_lex	Chemical
glaucoma_lex	Disease
ocular_pain_lex	Disease
papilledema_lex	Disease
retinal_detachment_lex	Disease
chorioretinal_atrophy_lex	Disease
ocular_toxicity_lex	Disease
amsacrine_lex	Chemical
ci921_lex	Chemical
nsc_three hundred and forty-three thousand, four hundred and ninety-nine_lex	Chemical
nonsmall_cell_lung_cancer_lex	Disease
92methoxy4methylsulphonylaminophenylamino_n5dimethyl_4acridinecarboxamide_lex	Chemical
squamous_carcinoma_lex	Disease
adenocarcinoma_lex	Disease
bronchioalveolar_carcinoma_lex	Disease
undifferentiated_carcinoma_lex	Disease
squamous_cell_carcinoma_lex	Disease
alphalipoic_acid_lex	Chemical
mitochondrial_damage_lex	Disease
toxic_neurodegenerative_cascade_lex	Disease
mitochondrial_impairment_lex	Disease
mitochondrial_toxicity_lex	Disease
peripheral_nerve_toxicity_lex	Disease
strokes_lex	Disease
ximelagatran_lex	Chemical
embolic_events_lex	Disease
irbesartan_lex	Chemical
idraparinux_lex	Chemical
cardiac_remodelling_lex	Disease
cyclosporin_a_lex	Chemical
acute_tlymphocytic_leukemia_lex	Disease
hyperbilirubinemia_lex	Disease
cefonicid_lex	Chemical
cefazedone_lex	Chemical
cephalosporin_lex	Chemical
hematotoxicity_lex	Disease
hematologic_disturbances_lex	Disease
blood_dyscrasias_lex	Disease
cytopenias_lex	Disease
hematologic_syndrome_lex	Disease
cytopenia_lex	Disease
pyridoxine_lex	Chemical
behavioral_disorder_lex	Disease
behavioral_deterioration_lex	Disease
hyperkinesis_lex	Disease
sleeping_difficulties_lex	Disease
pyridoxine_hydrochloride_lex	Chemical
niacinamide_lex	Chemical
pyridoxal_lex	Chemical
kynurenine_lex	Chemical
tryptophan_lex	Chemical
nra0160_lex	Chemical
five_two_four_three_fluorobenzylidene_piperidin1yl_ethyl_four_4fluorophenyl_thiazole2carboxamide_lex	Chemical
map_lex	Chemical
phencyclidine_lex	Chemical
troleandomycin_lex	Chemical
hypereosinophilia_lex	Disease
pruritus_lex	Disease
gemfibrozil_lex	Chemical
niacin_lex	Chemical
hypercholesterolaemia_lex	Disease
sulfasalazine_lex	Chemical
lupus_erythematosus_lex	Disease
pleural_effusions_lex	Disease
cardiac_tamponade_lex	Disease
lupus_lex	Disease
serositis_lex	Disease
lupus_syndrome_lex	Disease
carbidopa_lex	Chemical
gastrointestinal_disorders_lex	Disease
sleep_disturbances_lex	Disease
parasomnias_lex	Disease
cerebral_hypoxia_lex	Disease
comatose_lex	Disease
stuporous_lex	Disease
chlormethiazole_lex	Chemical
withdrawal_symptoms_lex	Disease
nitrazepam_lex	Chemical
neurological_sequelae_lex	Disease
hypoxaemia_lex	Disease
postoperative_nausea_and_vomiting_lex	Disease
renal_fanconi_syndrome_lex	Disease
mitochondrial_cytopathy_lex	Disease
wilsons_disease_lex	Disease
mmf_lex	Chemical
hepatitis_b_infection_lex	Disease
metabolic_acidosis_lex	Disease
hypophosphatemia_lex	Disease
glycosuria_lex	Disease
acidosis_lex	Disease
muscle_weakness_lex	Disease
fanconi_syndrome_lex	Disease
mitochondrial_disorders_lex	Disease
tubular_dysfunction_lex	Disease
thioperamide_lex	Chemical
ralphamethylhistamine_lex	Chemical
ramh_lex	Chemical
thp_lex	Chemical
platypneaorthodeoxialike_syndrome_lex	Disease
platypneaorthodeoxia_lex	Disease
cyanosis_lex	Disease
patent_foramen_ovale_lex	Disease
biventricular_dysfunction_lex	Disease
wr2721_lex	Chemical
amifostine_lex	Chemical
breast_carcinoma_lex	Disease
mannitol_lex	Chemical
neurologic_toxicity_lex	Disease
femoral_nerve_palsy_lex	Disease
muscle_tear_lex	Disease
contracture_lex	Disease
nerve_entrapment_lex	Disease
partial_loss_of_quadriceps_functions_lex	Disease
motor_and_sensory_impairment_lex	Disease
penicillamine_lex	Chemical
chloroquine_lex	Chemical
cephalothin_lex	Chemical
cephalothin_sodium_lex	Chemical
slimonene_lex	Chemical
sperillyl_alcohol_lex	Chemical
memory_impaired_lex	Disease
deficit_of_associative_memory_lex	Disease
ro4368554_lex	Chemical
memory_deficiency_lex	Disease
3benzenesulfonyl74methylpiperazin1yl1hindole_lex	Chemical
trp_lex	Chemical
metrifonate_lex	Chemical
memory_deficit_lex	Disease
heart_disease_lex	Disease
thyroid_disorders_lex	Disease
acute_alcohol_intoxication_lex	Disease
dfu_lex	Chemical
piroxicam_lex	Chemical
55dimethyl33fluorophenyl44methylsulphonyl_phenyl25hfuranon_lex	Chemical
intrauterine_growth_retardation_lex	Disease
increase_of_external_and_skeletal_variations_lex	Disease
drug_dependence_lex	Disease
allopregnanolone_lex	Chemical
3alphahydroxy5alphapregnan20one_lex	Chemical
pregnanolone_lex	Chemical
3alphahydroxy5betapregnan20one_lex	Chemical
ganaxolone_lex	Chemical
3alphahydroxy3betamethyl5alphapregnan20one_lex	Chemical
cyclosporine_a_lex	Chemical
csa_lex	Chemical
fucoidan_lex	Chemical
brain_damage_lex	Disease
ischemic_stroke_lex	Disease
inflammation_lex	Disease
impaired_blood_clotting_lex	Disease
hemodilution_lex	Disease
hematomas_lex	Disease
white_matter_edema_lex	Disease
neuronal_loss_lex	Disease
hepatocellular_injury_lex	Disease
haemodilution_lex	Disease
acetoacetate_lex	Chemical
3hydroxybutyrate_lex	Chemical
impairment_of_hepatic_function_lex	Disease
dyskinetic_movements_lex	Disease
spontaneous_recurrent_seizures_lex	Disease
srs_lex	Disease
salvianolic_acid_a_lex	Chemical
malondialdehyde_lex	Chemical
respiratory_dysfunction_lex	Disease
n2propylpentanoylurea_lex	Chemical
amino_acid_lex	Chemical
vpu_lex	Chemical
telithromycin_lex	Chemical
upper_respiratory_tract_infection_lex	Disease
adverse_drug_reaction_lex	Disease
spironolactone_lex	Chemical
cr_lex	Chemical
thiazide_lex	Chemical
crf_lex	Disease
hepatorenal_syndrome_lex	Disease
nimodipine_lex	Chemical
acute_stroke_lex	Disease
reduction_in_blood_pressure_lex	Disease
bp_reduction_lex	Disease
reduction_in_systolic_bp_lex	Disease
dbp_reduction_lex	Disease
transient_neurologic_symptoms_lex	Disease
tnss_lex	Disease
glucose_lex	Chemical
carbon_monoxide_lex	Chemical
sinus_arrest_lex	Disease
cardiac_disease_lex	Disease
arrhythmias_lex	Disease
gall_bladder_stones_lex	Disease
gall_stones_lex	Disease
udca_lex	Chemical
gall_stone_lex	Disease
gall_stone_disease_lex	Disease
cardiovascular_complications_lex	Disease
2chloroprocainece_lex	Chemical
subpial_necrosis_lex	Disease
bladder_tumors_lex	Disease
sulindac_lex	Chemical
ventricular_tachyarrhythmias_lex	Disease
ritodrine_lex	Chemical
prolactinomas_lex	Disease
prolactinoma_lex	Disease
adenoma_lex	Disease
liver_enlargement_lex	Disease
muscle_wastage_lex	Disease
cardiorespiratory_arrest_lex	Disease
midazolam_hydrochloride_lex	Chemical
levodopacarbidopa_lex	Chemical
carbidopalevodopa_lex	Chemical
hallucinosis_lex	Disease
vitamin_b6_lex	Chemical
lalphaglycerylphosphorylcholine_lex	Chemical
lalphagfc_lex	Chemical
impairment_of_attention_and_memory_lex	Disease
benzoylecgonine_lex	Chemical
be_lex	Chemical
ly274614_lex	Chemical
3sr4ars6sr8ars6phosphonomethyldecahydr_oisoquinoline3_carboxylic_acid_lex	Chemical
iprindole_lex	Chemical
dizocilpine_lex	Chemical
clonic_fits_lex	Disease
fits_lex	Disease
cacl2_lex	Chemical
thoracic_aortic_aneurysm_lex	Disease
taa_lex	Disease
arterial_injury_lex	Disease
nacl_lex	Chemical
right_heart_failure_lex	Disease
catecholamine_lex	Chemical
pac_lex	Chemical
glutamine_lex	Chemical
h_lex	Chemical
ribonucleic_acid_lex	Chemical
hyperprolactinemic_lex	Disease
hyperprolactinemia_lex	Disease
cholesteryl_ester_lex	Chemical
ritonavir_lex	Chemical
premature_atherosclerosis_lex	Disease
atherosclerotic_lesion_lex	Disease
e2_lex	Chemical
progesterone_lex	Chemical
cholesteryl_esters_lex	Chemical
phenobarbital_lex	Chemical
tariquidar_lex	Chemical
injury_to_the_brain_lex	Disease
mitochondrial_abnormalities_lex	Disease
antiphospholipid_syndrome_lex	Disease
systemic_lupus_erythematosus_lex	Disease
left_ventricular_systolic_and_diastolic_dysfunction_lex	Disease
myocardial_dysfunction_lex	Disease
myocardial_stunning_lex	Disease
myocardial_necrosis_lex	Disease
urinary_bladder_cancer_lex	Disease
wegeners_granulomatosis_lex	Disease
bladder_cancer_lex	Disease
larginine_lex	Chemical
hydrocortisone_acetate_lex	Chemical
3hlarginine_lex	Chemical
increases_in_blood_pressure_lex	Disease
neurologic_complications_lex	Disease
white_matter_abnormalities_lex	Disease
putaminal_hemorrhage_lex	Disease
cortical_laminar_necrosis_lex	Disease
hypoxemia_lex	Disease
pulmonary_hypertension_lex	Disease
fistula_lex	Disease
necrotizing_enterocolitis_lex	Disease
exencephaly_lex	Disease
exencephalic_lex	Disease
hemorrhaging_lex	Disease
circulatory_failure_lex	Disease
maha_lex	Disease
cya_lex	Chemical
amantadine_lex	Chemical
amines_lex	Chemical
amantadine_hydrochloride_lex	Chemical
suppression_of_motility_lex	Disease
normetanephrine_lex	Chemical
behavioral_depression_lex	Disease
hepatocellular_carcinomas_lex	Disease
hepatocellular_carcinoma_lex	Disease
methylergonovine_lex	Chemical
variant_angina_lex	Disease
angina_pectoris_lex	Disease
coronary_spasm_lex	Disease
cardiac_damage_lex	Disease
aminophylline_lex	Chemical
respiratory_failure_lex	Disease
cardiac_arrhythmias_lex	Disease
cardiac_disturbances_lex	Disease
co2_lex	Chemical
hypoventilation_lex	Disease
ventricular_arrhythmias_lex	Disease
carbamylcholin_lex	Chemical
asystole_lex	Disease
hyperhidrosis_lex	Disease
hypersalivation_lex	Disease
bronchorrhoea_lex	Disease
miosis_lex	Disease
atrioventricular_dissociation_lex	Disease
dyspnoea_lex	Disease
bronchospasm_lex	Disease
respiratory_insufficiency_lex	Disease
proteus_mirabilis_infection_lex	Disease
acute_cardiovascular_failure_lex	Disease
rizatriptan_lex	Chemical
ergotamine_lex	Chemical
phonophobia_lex	Disease
photophobia_lex	Disease
bleomycin_lex	Chemical
vinca_alkaloid_lex	Chemical
thrombotic_thrombocytopenic_purpura_lex	Disease
hemolyticuremic_syndrome_lex	Disease
nelarabine_lex	Chemical
arag_lex	Chemical
vp_lex	Chemical
cpm_lex	Chemical
musculoskeletal_pain_lex	Disease
haematological_toxicity_lex	Disease
neurological_toxicity_lex	Disease
dermatitis_lex	Disease
fever_lex	Disease
lymphadenopathy_lex	Disease
lymphadenitis_lex	Disease
multiorgan_failure_lex	Disease
massive_hepatocellular_necrosis_lex	Disease
nephritis_lex	Disease
bone_marrow_necrosis_lex	Disease
bupropion_lex	Chemical
zyban_lex	Chemical
bupropion_hydrochloride_lex	Chemical
indocyanine_green_lex	Chemical
exanthema_lex	Disease
urtication_lex	Disease
itchiness_lex	Disease
fluorescein_sodium_lex	Chemical
diabetic_neuropathy_lex	Disease
hoe_one hundred and forty_lex	Chemical
des_arg10_hoe_one hundred and forty_lex	Chemical
diabetic_hyperalgesia_lex	Disease
desarg10hoe_one hundred and forty_lex	Chemical
toxic_neuropathy_lex	Disease
melphalan_lex	Chemical
thiotepa_lex	Chemical
chf_lex	Disease
myoclonic_jerks_lex	Disease
lamotrigine_lex	Chemical
ethosuximide_lex	Chemical
omeprazole_lex	Chemical
peptic_ulcer_disease_lex	Disease
reflux_esophagitis_lex	Disease
zollingerellison_syndrome_lex	Disease
lethargy_lex	Disease
shortness_of_breath_lex	Disease
didanosine_lex	Chemical
ddi_lex	Chemical
hiv_antibodypositive_lex	Disease
opportunistic_infections_lex	Disease
diarrhoea_lex	Disease
glucose_tolerance_curves_lex	Disease
sunitinib_lex	Chemical
sorafenib_lex	Chemical
chronically_infected_with_hepatitis_c_virus_lex	Disease
pegylated_interferon_alpha_2a_lex	Chemical
hepatitis_c_lex	Disease
topiramate_lex	Chemical
cocaine_addiction_lex	Disease
three_alphatropyl_2pbromophenylpropionate_lex	Chemical
dicyclomine_lex	Chemical
hemicholinium3_lex	Chemical
gammaaminobutyric_acidb_lex	Chemical
3aminopropyldiethoxymethylphosphinic_acid_lex	Chemical
5hydroxytryptamine4_lex	Chemical
2methoxy4amino5chlorobenzoic_acid_2diethylaminoethyl_ester_lex	Chemical
5hydroxytryptamin1a_lex	Chemical
12methoxyphenyl442phthalimidobutylpiperazine_lex	Chemical
amnesic_lex	Disease
prostaglandin_f2_alpha_lex	Chemical
hematuria_lex	Disease
pcholoroaniline_lex	Chemical
chlorhexidinedigluconate_lex	Chemical
colistin_lex	Chemical
povidoneiodine_lex	Chemical
picloxydine_lex	Chemical
bromperidol_lex	Chemical
extrapyramidal_concomitant_symptoms_lex	Disease
psychotic_syndromes_belonging_predominantly_to_the_schizophrenia_group_lex	Disease
curcumin_lex	Chemical
cognitive_dysfunction_lex	Disease
cognitive_impairment_lex	Disease
impairment_of_learning_and_memory_lex	Disease
deterioration_of_cognitive_functions_lex	Disease
pyrrolidine_dithiocarbamate_lex	Chemical
pdtc_lex	Chemical
neuronal_damage_lex	Disease
hiccups_lex	Disease
lids_lex	Disease
pericarditis_lex	Disease
graves_disease_lex	Disease
febrile_illness_lex	Disease
propylthio_uracil_lex	Chemical
betacarboline_lex	Chemical
methyl_betacarboline3carboxylate_lex	Chemical
betaccm_lex	Chemical
benzodiazepine_lex	Chemical
low_sexual_desire_lex	Disease
gynecomastia_lex	Disease
testosterone_heptylate_lex	Chemical
hypogonadism_lex	Disease
hypothalamic_dysfunction_lex	Disease
thiopentone_lex	Chemical
glycopyrrolate_lex	Chemical
sodium_acetylsalicylate_lex	Chemical
pentylenetetrezol_lex	Chemical
flestolol_lex	Chemical
acc9089_lex	Chemical
supraventricular_tachyarrhythmia_lex	Disease
unstable_angina_lex	Disease
nitrendipine_lex	Chemical
nephrosclerosis_lex	Disease
tinnitus_lex	Disease
idiopathic_subjective_tinnitus_lex	Disease
ist_lex	Disease
vertigo_lex	Disease
perhexiline_maleate_lex	Chemical
demyelinating_disorder_lex	Disease
methscopolamine_lex	Chemical
alphamethyltyrosine_lex	Chemical
pchlorophenylalamine_lex	Chemical
fk_five hundred and six_lex	Chemical
fr_one hundred and thirty-nine thousand, three hundred and seventeen_lex	Chemical
organophosphorus_op_poisons_lex	Chemical
op_compound_lex	Chemical
selective_serotonin_reuptake_inhibitor_lex	Chemical
sd_lex	Disease
ssri_lex	Chemical
hepatitisb_surface_antigen_lex	Chemical
hepatic_complication_lex	Disease
hematological_malignancies_lex	Disease
hbv_infection_lex	Disease
lamivudin_lex	Chemical
nucleoside_lex	Chemical
ginsenoside_rg1_lex	Chemical
impairment_of_learning_lex	Disease
rg1_lex	Chemical
ginsenoside_lex	Chemical
learning_impairment_lex	Disease
bruising_lex	Disease
orofacial_dyskinesia_lex	Disease
td_lex	Disease
orofacial_diskinesia_lex	Disease
acute_psychosis_lex	Disease
trigeminal_neuralgia_lex	Disease
gum_arabic_lex	Chemical
gm_lex	Chemical
tubular_necrosis_lex	Disease
visual_hallucinations_lex	Disease
zonisamide_lex	Chemical
glomerular_injury_lex	Disease
cycloheximide_lex	Chemical
dopamine_agonist_lex	Chemical
dopac_lex	Chemical
hva_lex	Chemical
tricuspid_valve_regurgitation_lex	Disease
tricuspid_regurgitation_lex	Disease
congenital_heart_disease_lex	Disease
neurologic_depression_lex	Disease
neurologicallyimpaired_lex	Disease
neurologic_impairment_lex	Disease
movement_disorders_lex	Disease
ammonia_lex	Chemical
nh3_lex	Chemical
hydroxyproline_lex	Chemical
hypertrophic_lex	Disease
hyperplasia_lex	Disease
carcinogenic_lex	Disease
retinyl_acetate_lex	Chemical
forestomach_carcinogenesis_lex	Disease
butylated_hydroxyanisole_lex	Chemical
ra_lex	Chemical
bha_lex	Chemical
forestomach_tumorigenesis_lex	Disease
squamous_cell_papilloma_lex	Disease
epithelial_hyperplasia_lex	Disease
papillomas_lex	Disease
ketanserin_lex	Chemical
muscle_rigidity_lex	Disease
chlordiazepoxide_lex	Chemical
glycopyrronium_lex	Chemical
edrophonium_lex	Chemical
bradycardias_lex	Disease
cerebral_sinus_thrombosis_lex	Disease
menorrhagia_lex	Disease
epsilonaminocaproic_acid_lex	Chemical
blood_loss_lex	Disease
thromboembolic_disease_lex	Disease
meperidine_lex	Chemical
adenomas_lex	Disease
focal_nodular_hyperplasia_lex	Disease
thromboembolism_lex	Disease
arterial_occlusion_lex	Disease
ischemic_lex	Disease
sodium_warfarin_lex	Chemical
acute_liver_injury_lex	Disease
psychotic_disorders_lex	Disease
paranoid_type_schizophrenia_lex	Disease
bupropion_hcl_lex	Chemical
epileptiform_activity_lex	Disease
penicilling_potassium_lex	Chemical
epilepsies_lex	Disease
dexmedetomidine_lex	Chemical
aggressive_behaviors_lex	Disease
idiopathic_generalized_epilepsies_lex	Disease
ige_lex	Disease
ltg_lex	Chemical
mj_lex	Disease
myoclonic_status_lex	Disease
parkinson_disease_lex	Disease
dyskinetic_lex	Disease
druginduced_dyskinesias_lex	Disease
inability_to_repeat_words_lex	Disease
retrograde_amnesia_lex	Disease
rubella_lex	Disease
hepatitis_b_surface_antigen_lex	Chemical
glomerular_and_lateonset_tubular_lesions_lex	Disease
mitochondrial_injury_lex	Disease
glomerular_and_tubular_injury_lex	Disease
glomerular_and_tubular_lesions_lex	Disease
tubular_lesions_lex	Disease
glomerular_lesions_lex	Disease
renal_lesions_lex	Disease
grand_mal_seizures_lex	Disease
hydroxyzine_lex	Chemical
promethazine_lex	Chemical
lorazepam_lex	Chemical
amphotercin_b_lex	Chemical
cryptococcal_meningitis_lex	Disease
alcohol_abuse_lex	Disease
tobramicyn_lex	Chemical
decreased_auditory_function_lex	Disease
auditory_loss_lex	Disease
sm5887_lex	Chemical
bradykinesia_lex	Disease
tle_lex	Disease
pilo_lex	Chemical
elevated_intraocular_pressure_lex	Disease
corticosteroid_lex	Chemical
iop_rise_lex	Disease
oedema_lex	Disease
tonicclonic_seizure_lex	Disease
iopentol_lex	Chemical
iohexol_lex	Chemical
metrizoate_lex	Chemical
venous_thrombosis_lex	Disease
deep_venous_thrombosis_lex	Disease
coronary_stenosis_lex	Disease
coronary_stenoses_lex	Disease
hyperemic_lex	Disease
renal_function_significantly_deteriorated_lex	Disease
liver_tumors_lex	Disease
hamartoma_lex	Disease
hepatoma_lex	Disease
rupture_lex	Disease
graftversushost_disease_lex	Disease
sinusoidal_obstruction_syndrome_lex	Disease
microangiopathy_lex	Disease
gvhd_lex	Disease
myelodysplastic_syndrome_lex	Disease
mds_lex	Disease
acute_myeloid_leukemia_lex	Disease
aml_lex	Disease
transplantationassociated_microangiopathy_lex	Disease
sos_lex	Disease
loreclezole_lex	Chemical
clonazepam_lex	Chemical
nmethyldaspartic_acid_lex	Chemical
bay_k8644_lex	Chemical
druginduced_acute_liver_injury_lex	Disease
acute_liver_insult_lex	Disease
menstrual_disorders_lex	Disease
oestrogens_lex	Chemical
progestogens_lex	Chemical
oestrogen_lex	Chemical
colon_cancer_lex	Disease
gliomas_lex	Disease
brain_edema_lex	Disease
elevated_icp_lex	Disease
brain_tumor_lex	Disease
malignant_glioma_lex	Disease
metastases_lex	Disease
meningioma_lex	Disease
edematous_lex	Disease
glioma_lex	Disease
postoperative_myalgia_lex	Disease
rocuronium_lex	Chemical
thiopental_lex	Chemical
muscle_fasciculation_lex	Disease
sinusitis_lex	Disease
flatulence_lex	Disease
beraprost_lex	Chemical
cilostazol_lex	Chemical
bpt_lex	Chemical
clz_lex	Chemical
camp_lex	Chemical
cyclic_adenosine_35monophosphate_lex	Chemical
facial_flush_lex	Disease
etoricoxib_lex	Chemical
thrombotic_cardiovascular_lex	Disease
gi_aes_lex	Disease
quetiapine_lex	Chemical
bipolar_mania_lex	Disease
divalproex_lex	Chemical
qtp_lex	Chemical
dvp_lex	Chemical
extrapyramidal_syndrome_lex	Disease
dietary_sodium_chloride_lex	Chemical
increase_in_map_lex	Disease
alpha2adrenergic_receptor_agonist_lex	Chemical
triorthotolyl_phosphate_lex	Chemical
totp_lex	Chemical
00diisopropyl_phosphorofluoridate_lex	Chemical
organophosphorous_lex	Chemical
degenerating_myelinated_fibers_lex	Disease
adenosine_a2aa1_receptor_antagonist_lex	Chemical
akinesia_lex	Disease
delusional_parasitosis_lex	Disease
pegylated_interferon_alpha2b_lex	Chemical
psychogenic_parasitosis_lex	Disease
neuroleptic_malignant_syndrome_lex	Disease
insomnia_lex	Disease
loss_of_appetite_lex	Disease
psychomotor_retardation_lex	Disease
nms_lex	Disease
malnutrition_lex	Disease
impairment_in_auditory_location_discrimination_lex	Disease
deficits_in_auditory_discrimination_lex	Disease
impairment_in_auditory_discrimination_lex	Disease
impaired_auditory_location_discrimination_lex	Disease
cyclooxygenase_inhibitors_lex	Chemical
prostaglandin_lex	Chemical
nterminal_pro_brain_natriuretic_peptide_lex	Chemical
ntprobnp_lex	Chemical
cardiovascular_toxicity_lex	Disease
decreased_renal_function_lex	Disease
left_ventricular_dysfunction_lex	Disease
reduction_in_renal_function_lex	Disease
diuretic_lex	Chemical
renal_impairment_lex	Disease
pemoline_lex	Chemical
choreoathetosis_lex	Disease
oxazolidine_lex	Chemical
amphetamines_lex	Chemical
attention_deficit_disorder_lex	Disease
choreoathetoid_lex	Disease
ammonium_acetate_lex	Chemical
nh4ac_lex	Chemical
incoordination_lex	Disease
analgesia_lex	Disease
metrazol_lex	Chemical
contrast_media_lex	Chemical
cin_lex	Disease
iopromide_lex	Chemical
injury_to_the_kidney_lex	Disease
failure_of_kidney_function_lex	Disease
loss_of_kidney_function_lex	Disease
congenital_heart_diseases_lex	Disease
ventricular_ectopy_lex	Disease
ethambutol_lex	Chemical
optic_neuropathy_lex	Disease
axonal_degeneration_lex	Disease
emb_lex	Chemical
visual_deficits_lex	Disease
optic_neuropathies_lex	Disease
valdecoxib_lex	Chemical
naproxen_lex	Chemical
sexually_dysfunctional_lex	Disease
a86929_lex	Chemical
skf82958_lex	Chemical
6chloro78dihydroxy3allyl1phenyl2345tetrahydro1h3benzaze_pine_hydrobromide_lex	Chemical
a77636_lex	Chemical
1r_3s_31admantyl1aminomethyl34dihydro56dihydroxy1h2benzo_pyran_hydrochloride_lex	Chemical
1methyl4phenyl1236tetrahydropyridine_lex	Chemical
5ar11bs455a6711bhexahydro2propyl3thia5_azacyclopent1_enacphenathrene910diol_lex	Chemical
ly171555_lex	Chemical
4artrans44a56788a9odihydro5npropyl2hpyrazo_lo34quinoline_hydrochloride_lex	Chemical
chloroprocaine_lex	Chemical
cardiopulmonary_arrest_lex	Disease
ceroid_lipofuscinosis_lex	Disease
angiotensinconverting_enzyme_inhibitors_lex	Chemical
atrioventricular_block_lex	Disease
sinus_tachycardias_lex	Disease
atrioventricular_conduction_delay_lex	Disease
ap7_lex	Chemical
nndibenzhydrylethane12diamine_dihydrochloride_lex	Chemical
amn082_lex	Chemical
nimo_lex	Chemical
ntg_lex	Chemical
haemopericardium_lex	Disease
gastrointestinal_haemorrhage_lex	Disease
flavonoids_lex	Chemical
myocardial_hyperactivity_lex	Disease
ischaemic_injury_lex	Disease
fat_lex	Chemical
obese_lex	Disease
triglycerides_lex	Chemical
obesity_lex	Disease
ob_lex	Disease
doxorubicinol_lex	Chemical
sinus_node_dysfunction_lex	Disease
atrioventricular_av_block_lex	Disease
syncopal_attacks_lex	Disease
ziprasidone_lex	Chemical
mangiferin_lex	Chemical
polyphenol_lex	Chemical
isph_lex	Chemical
mi_lex	Disease
uric_acid_lex	Chemical
triphenyl_tetrazolium_chloride_lex	Chemical
ttc_lex	Chemical
ischemic_myocardium_lex	Disease
vitamin_c_lex	Chemical
dimethyl_sulphoxide_lex	Chemical
remifentanil_lex	Chemical
etomidate_lex	Chemical
daidzein_lex	Chemical
ad_lex	Disease
47dihydroxyisoflavone_lex	Chemical
pharyngitis_lex	Disease
baclofen_lex	Chemical
macrolide_lex	Chemical
macrolides_lex	Chemical
glyceryl_trinitrate_lex	Chemical
migraine_without_aura_lex	Disease
migraine_with_aura_lex	Disease
gtn_lex	Chemical
migraineurs_lex	Disease
breastcancer_lex	Disease
vascular_events_lex	Disease
hypertriglyceridaemia_lex	Disease
pupillary_oscillation_lex	Disease
paranoia_lex	Disease
cip_lex	Disease
crack_cocaine_lex	Chemical
crack_lex	Chemical
levomepromazine_lex	Chemical
fluvoxamine_lex	Chemical
phenothiazines_lex	Chemical
eaca_lex	Chemical
sah_lex	Disease
systemic_mastocytosis_lex	Disease
reye_lex	Disease
reye_syndrome_lex	Disease
salicylate_lex	Chemical
salicylates_lex	Chemical
st_anthonys_fire_lex	Disease
methysergide_lex	Chemical
ergot_lex	Chemical
migraine_headache_lex	Disease
hypokalemia_lex	Disease
oxprenolol_lex	Chemical
57dihydroxytryptamine_lex	Chemical
57dht_lex	Chemical
sexual_side_effects_lex	Disease
male_impotence_lex	Disease
trichotillomania_lex	Disease
affective_disorders_lex	Disease
dilevalol_lex	Chemical
myocardial_hypertrophy_lex	Disease
homonymous_hemianopsia_lex	Disease
hematological_abnormalities_lex	Disease
left_ventricular_apical_ballooning_syndrome_lex	Disease
takotsubo_cardiomyopathy_lex	Disease
apical_ballooning_lex	Disease
apical_ballooning_syndrome_lex	Disease
8ohdpat_lex	Chemical
iron_dextran_lex	Chemical
degeneration_of_dopaminergic_neurons_lex	Disease
leukocytoclastic_vasculitis_lex	Disease
coumarin_lex	Chemical
lv_lex	Disease
cutaneous_small_vessel_vasculitis_lex	Disease
skin_eruptions_lex	Disease
skin_lesion_lex	Disease
lv_cutaneous_lesions_lex	Disease
spinal_cord_ischemia_lex	Disease
aortic_occlusion_lex	Disease
spastic_paraparesis_lex	Disease
saxitoxin_lex	Chemical
stx_lex	Chemical
opioid_addicts_lex	Disease
hydromorphone_lex	Chemical
ketorolac_lex	Chemical
painintolerant_lex	Disease
renal_tubular_dysfunction_lex	Disease
estrogens_lex	Chemical
